text,label
ek aam aadmi subah jaagane ke baad sabase pehle toilet jaataa he baahar aa kar sabun se haath dhota he daant brush karata he nahaata he kapade pahanakar taiyaar hota he akhbaar padhta he naashtaa karata he ghar se kaam ke liye nikal jaataa he baahar nikal kar rickshaw karata he phir local bas yaa train main yaa apni sawari se offis pahunchataa he vahaan puraa din kaam karata he saathiyon ke saath chaay peetaa he shaam ko vaapis ghar ke liye nikalataa he ghar ke raste main bacchon ke liye toffee bivi ke liye mithai vagairah letaa he mobile main richarge karwaata he or anek chote mote kaam nipataate hue ghar pahunchataa he ab aap bataaiye ki use din bhar main kahin koi hindu yaa musalmaan mila  kya usne din bhar main kisi hindu yaa musalmaan par koi atyaachaar kiya  usko jo din bhar main mili wo the akhbaar vaale bhaiya doodh vaale bhaiya rickshaw vaale bhaiya bas conductor offis ke mitra aangtuk paan vaale bhaiya chaay vaale bhaiya toffee kii dukaan vaale bhaiya mithai kii duukaan vaale bhaiya jab ye sab log bhaiya or mitra hai to inamen hindu yaa musalmaan kahan he  kya din bhar main usne kisi se poocha ki bhai tu hindu he yaa musalmaan  agar tu hindu yaa musalmaan he to main teri bas main safar nahin karunga tere haath kii chaay nahin piyunga teri dukaan se toffee nahin kharidoongaa kya usne sabun doodh aataa namak kapade juute akhbaar toffee mithai kharidte samay kisi se ye sawaal kiya tha ki ye sab banane or ugane vaale hindu hai yaa musalmaan  jab hamaari rosemara kii zindagi main milane vaale log hindu yaa musalmaan nahin hote to phir kya vajah he ki chunaav aate hi ham hindu yaa musalmaan ho jate hai  samaaj ke teen jehar tivi kii bematlab kii bahes rajanetao ke jahrile bol or kuch kambakht logo ke soshal media ke bhadakaau massej inase dur rahe to shaayad bahut had tak samasya to hal ho hi jaayegi share karen chhalaavon se bachein sirf padhe likhe log share kare jaahil log delete kar de padhaa likhaa samajhakar hi aapako bheja he ,NAG
mai to bolta har ak admi pakistan chale aur wohi par faisla hoga kisme kitna hai dum,CAG
 ke note se courruption or badega ab kam note rkhna padega,CAG
muslim kon sa apne ghar m ramayan ka paath karte h ,CAG
had ho gai ab to yaar   ab ye afvaah cone failaa rahaa he  kii sonu nigam kaa baap      puraa nagar nigam he,CAG
sachai kiya he,NAG
congress walo se ye puchiye ki wo support kyo krta h terroristo ka kaha nara lagta h waha pe to congress wale sbse phle chle jate h us time kyo ni sochte h ki hm support kyu kr rhe h,CAG
indian govtko sirf xpert k saath discussion karna hai oar kuch b nahi jin ki jan gayi wo gayi samjh nahi aati k aakhir kab tak ye sab qurbaneya daini hogi kyo nahi india pak per war karta ,NAG
abe dalal media valo y khbr apne papa ko btao ki humare javaano k kya kya ho rha hsaale bdi khbr aa rhi h sudhr jaao isse phle ki logo ka tum p visvaas uth jaye,OAG
tadipaar,OAG
kattapa ne bahubali ko kyu mara,NAG
koi bhi mudda uthe to bjp in aaj tak k kutto ko tukda dal deti h or ye use chhuapne ki ya galat tarike se uska topic hi change kar dete h logo k mind me,OAG
kejariwal se logo ka bharosa uth gya ab vo jatnta k help k layek ni rhe,NAG
hm toh keh he rhi thi,NAG
ye terrorist logo ne puri duniya me asanti failake rakhi hai mar dalo sabko jai hind ,OAG
or bhadweee ki laulaad tu  arab ki baat karta hai ye yaad rakh jis din in  arab ne tere pakistan ki taraf moot bhar diya na to tere pakistan ka naamonishaan iss dharti se mit jayega ,OAG
time aanaline jaabufaf jwining freeuff aaie dagital india se judiye or bina kharch kiye ghar baithe lakho rupaye kamaaye aapako facebook whatsapp or group main ekatra kar advertisement karnaa he l jo log ghar baithe apane android mobile se roj  ghanta kaam karke  rupaye har maheene kamanaa chaahate he to l ve logplay store se champcash app ko install kare apana rajistrtion kare baha pr refer id of sponser mai  dale waha par apana whatsaap number dale aage kii jaankaree vahi par di jaayegi,NAG
modi ji aap ki party jab virodh me thi to us waqt aapne aisa koi nirnay kyo nahi liya  jo boya woh kaat rahe hei aap log ,OAG
sab log ke liye ek sandesh ye hai ki soch badlo to india badlega yogi ji hum aap ke sath hai you can do it ,NAG
abe amit kumar randi ka ladka muh k samne bol k dikh teti maa chod denge bhosdi k,OAG
ye mulle modi se itna darte hain ki dar ke mare raat ko bister geeta kar dete hain fir modi ko gali dene lagte hain,OAG
ambani or ghotalebaj jignesh shah ke liye kaam karte the rbi ke naye governor urjit patel reserve bank ke naye governor urjit patel kii niyukti ke abhi  ghante bhi nahi hue hai ki unako lekar desh ke korporate main vivaad khadaa ho rahaa he urjit patel desh kii sabase badi korporate company reliance industries ke president rahe hai or unhen shishtacharvash desh ke reserve bank kaa governor nahi bananaa chahie tha aisa kaha ja rahaa he patel reliance industries ke khaas aadmi hai or unhen desh ke sabase amir vyakti mukesh ambani kii sifarish par rigerv bank kaa governor banaaya gaya he urjit mukesh ambani kaa doot he jinke haath main ab desh kii samoochee banking vyavastha di ja rahi he urjit patel desh ke kai bade scam ke aaropee jignesh shah ke najdiki hai kethan shah ne khulaasa kiya kii unhone arabon rupe ke ghotaale ko lekar is silsile main mumbai kii adaalat main maamla darj bhi kiya he kethan shah ne india samvaad ko dastauez uplabdh karaate hue bataaya ki mcx india ltd company ne niveshkon kii gadhi kamai lut lee thi jignesh shah kii is company main tab urjit patel board of diarector ke sadsy the is maamle kii jaanch chal rahi he aise main patel ko reserve bank kaa governor bananaa galat he padhiye vistaar se  httpwwwhindiindiasamvadcoininvestigationambaniandscammersjigneshshahreservebankurjitpatelvlotmqqzlwhatsapp,NAG
toh kya modi ki chaate,CAG
apako desh se jyada apani image pyara tha kahi mera image na kharab ho jaye isliye nahi aaye the vahi ho raha hai aur jinhe apani image ki parwah nahi wo log lad rahe hai,NAG
salo tumhare baap ka nhi h ye desh kutto baat baat pr kehte ho pakistan chale jao,OAG
had hogayi he ab netaaon ke ladakon ko bheja jaye seemaa par tab netao ko jaan kii keemat maaloom hogi or ninda karne se kya phayda he,CAG
ek baap ki aulaad nahi he re tu,OAG
ab kya soch rha h des ab ghr me ghuske mar na chahey,OAG
kam se kam army ki to izzat rakhlo ab ise bhi modi ki gand ka goo samajhke khane ke chakkar me ho tm log,OAG
sanket modi kahi na kahi modi jesa hi he bandal baaz ye bohat bada c he  iski bato se to pakka yakin ho gaya iske pass farzi dgry he ,OAG
funny kotla chahiye hamare ek aadmi ke jaan ke badle humko bhi saath mein kya chahiye tumko jo pasand ho jayegi bharat mata ki jai,CAG
ye to signals h badhte hue corruption k sath to india ka future hi andhere me doobne wala h,CAG
 babu ko apna resign president ko de dena chahiye ,OAG
tary ambani bati mery sath set h is hasab sa tu mera sala bnta h i smaj apni malomat drost kr tuje modi or media thek nhe btarha mara jayga asy tu,OAG
yr acha hua is se india ko pata to chalega ki starting me hi kuch thik kare qki aj kal bheek nahi milti h aasani se ,CAG
kiya to nahi na par tumlog to krte v ho apni khaandan me,CAG
laal batti hataane se desh kaa kitna boj kam hoga kya laal batti hataane se vip culture khatm ho jaayegaa agar hataanaa hi he to z suraksha hataao free hawaii yatra hataao railway kii muft yatra hataao sansad kii canteen hataao saansadvidhayakon kii pension hataao netao ke aage peeche rahane vaale iasips hataao yah sab karne se desh kii janata ko laabh ho saktaa he bina matlab kii nautanki se aam janata koi laabh nahi hone vaala he agar aap sahamat ho to share avashya karen,OAG
hindoo k khilaf jihad karo,OAG
salo kal se daikh raha hon kutton ki tarha bhonk rahe ho koi kehta ha sir katenge koi kehta ha  salo humne churian pehni hoi han kia salo apne ghar men hi bhonk rahe ho aao na zara idhar border pe border door ha kiya chutia bc,OAG
usme se ek tera bahen bhi hogi bhadwe,OAG
chouki tabah se kam nahi chalega  khoon ke badle ,CAG
abe bike launch me hi maiyat ki tayari kar raha he kya ye bike jo lega uska ticket cutna confirm he,OAG
ap logu ko kashmir ka log yad nahi ata wo b ak insan ha jo laku ka hesb sa mara ga,CAG
pahale kaha jata tha  me  baiman phir bhi mera desh mahan but now  modi jee imandar  indian imandar,NAG
sabse bada aatankwadi hai sab modi sab modi karvaa rahaa he modi ji bank lutaa,OAG
abey samjhao apne logon ko yaar sashank vemulapalli ,OAG
ye tirpal talak nahi ye  talak hai life time k liye,CAG
ab jaldi sey rail fare bhi increase kar dey,CAG
champcash application bohat badia app he mere  din me  dollar earning ki he yadi aap bhi mere jesi earning karnaa chaahate he to jaldase champcash app download kijiye ore  ye id daaliye aapako bhi batauga joining kese karte hai my whatsaap no ,NAG
tm b ye mat bhulo ki tum b ek neta hosamjhe aaj tmhe sir pe bethaya hai to utar b sakti hai janta,CAG
saala isse accha atm ke line mein khada ho jaata kam se kam paise toh aa jaate haath mein ,NAG
sabse ghatiya neta h randeep surjewala awe kamine ham bhi jante h ki pak ko sabak sikhaya jaye lekin sabse pehle ye to soch kashmir viviad ki adchan kisne paida ki kasmir m teri allains party ncp tera jigri dost farukh abdulla kya bol raha h ye to tu bhi samjhta h na khud to ye smasya paida kar gye or uper se  sal kuch bhi nahi kiya or ab keh rahe h  inch ka sina kaha h,OAG
indian express ko vi chorna chahiye patrakarita,OAG
kangres party ke log khhali baten banana jante hai kam kuch nahi karta modi ji ka sath dena chahiy,CAG
hahaha tmhary india m bucha bi hota ha tu tmhara gando media and gando govt kahti ha isi ny karwaya ha rendians,OAG
puri duniya ke liye khtra nan gaya islamic terorism,OAG
modiji aatank ka ek hi dharam he samajdar log samaj jaye baki modiji k ankho pe chashma hata diya gaya he,CAG
tum bhosdi k rajnitik yaha bhi kr rahe ho yaha ka gadda kun hai khul k bol yaha kun army ko marta hai,OAG
mahabharat main main samay hum kii awaz ke liye pehle kinhen chunaa janaa tha ,NAG
kashmir main her ek maa aur behen iss se b ziyada khoon ke aansu her din bahate hain,CAG
india tv like this chanel curent time no like india tv canel ko hamare gare ke sabhi log kam se kam  hr  hr dekhte the inhone janta ke saat dhoka kiya hai inhone ab anna ji ka yani hamre anna ji ke sath dhoka kiya india tv ne hi anna ka aansan plope karya haai,CAG
bas film dekhte raho sar had par hamaare jawan sahid ho rahe he jaraa sosho,CAG
aapke bheetar jo dar baitha he mangalvaar ko patrakaron ke march se laut kar kab so gaya pataa nahin chalaa  kai time zone paar kar aayaa tha isliye kai mulkon kii raaton kii neend jamaa ho gai thi  isi ko jetlag kehete hai  achaanak neeche se hunkaar bhari awaajen aane lagi  in awaazon ko sunakar laga ki main kisi duusare mulk main hoon  kisi or time zone main hoon  shaam ke vakt aasmaan se tapakati boondon se dharti jitani tar ho rahi thi usase zyaada main in naaron kii aakraamakata se sookhne laga  ghar main ghuskar maarane ke naare lagaaye ja rahe hai  un naaron se jo shor paidaa ho rahaa tha wo mere bheetar baith gaya  maarane ke naare or tivi par goli maar dene ke bayanon ke bich bachi hui jagah mil nahin rahi thi  har kisi kii peeth par bandook tani nazar aa rahi thi  httpnaisadakorgaapkebheetarjodarbaithahai,NAG
sarkar kitni gambhir hai iska andaza isi baat say lagaya ja sakta hai ke modi ji ko sari dunya ka liye tweeter karne ko time hai par shaheedon ke liye time nahi abhi tak pmo ya modi ji ke tweeter account say kashmir hamle may mare gaye ek bhi shaheed ke liye ek bhi tweet aaj subha tak nahi kiya gaya ,CAG
steven redar hahaha bc  pakistan air force ka pass bhe nae asakta tum  jalna wala log,OAG
ab nahin dekha jaataa aashwaasan par aashwaasan koi kuch nahin kar rahaa bhagwaan bharose desh chal rahaa he aage bhi vahi rakhwala he,CAG
dogi nigam,OAG
chal be bandar ki olad gao bandarsanphathi kuteybilijo poojne wali jahil nation ulu ki nasal go drink gaomootra ha ha ha ha ha ha ha ha,OAG
gandu idian goverment kuch siko pak goverment sey jo every year jawano ka sar kaat kar ley jaatey hai aur hamari goverment kebal yahii bolti hai jawaano ka balidaan bekaar nahi jaegaaa ek baar apney londey ko army mai join karkey dekoo jo bo maaregaa tab khanaa balidaan bekkar nahi jaaegaa ,OAG
tumhare soldiers bhuk mar rhe hn pehle unko patanjalo aata sab kuch khilao phir aao birder cross krne,OAG
hamare senik kab tak shaheed honge kab tak hum media bazi se hero banege media ki bato jesa zoordaar hamla sach mei karenge pakistan ko okaat mei rakhna bhi bas ki baat nhi  desh ki janta ko kb tak media se bewakuuf banwate rahoge,OAG
waise kargil me aisa kar chuke ho aur baad me swikar kiiya tum hijado kii  army ko pakad ke yu hi chhod diya tha lekin tum jaise randi ke pille hote hi ahsan paramosh hai besharm pakistani dalle,OAG
bhai log sarkar se kuhc nhi kaho bhakt log naraz ho gaye to aapko deshdrohi ka darza mil sakta h or apko deshnikala bhi diya ja sakta h sarkar or bhakt log safe rehne chahiye army walo ko saheed ka darza mil hi jayega or modi g or rajnath g kade sabdo me pakistan ki ninda to kar hi denge media ke samne ,CAG
haan bhai modi jeetega usne evm control kar liya hai,CAG
ra sonu nigam tera baap ni rokhata,NAG
sach me marana chahiye sale aatankwadi ko oxygen dete ha vipachha me rahkar policy banakar ,CAG
juzer hussain sahb abhe tk jo thorra bhot ap log india mn saans lerahy ho ye bhe pakistan ki wajha sy ,CAG
pichwara uthakar chilla kahi sayad tera khuda behera hai,CAG
dekho bhai log kejariwal ke pichhe lagakar bahot logo ne apni jindagi kharaab ki he kyonki logo kaa makasad acha tha par kejariwal pagal matlabi niklaakhud ko sabase jaada hoshiyaar samajhataapar sachai yah he jo sachmuch intelligent tha voh vaidnyanik bane or desh ke sarvocch pad ke sthanper raashtrapatibane voh mahaan vyakti the epise abdul kalam sahaab to hoshiyaar vyakti kalam sar jaise hote hai naa ki kejariwal jaise,CAG
tum jibah karo yaa kuch bhi maranaa to us jeev kly he hi tumhare swaad ke liye,CAG
bhai aam aadmi party pe jis tarah se apne lose motion ka blame bhi modi pe dalti hai us hisab se bjp ka bhi thoda haq banta hai aap ko kahi kahi blame karne kaufufufufuf,CAG
habib hr tumhari konsi missile nuclear power ke naam pe nuclear bomb ka formula churaane waale tere scientists ban hue the or jo gaali tu bakk raha he wo bhi unhone khud khai or tere desh ko khilai wese bhi tere yaha konsa google sachh bata hoga wo bhi china ka duplicate hoga ,OAG
kaam ta sarkaar puraa leti he or kehalaate he ardhsainik suvidha bhi kam tankhaa bhi kam lekin kaam puraa chaaiye sarkaar ko yah ek kaaran ho saktaa he,CAG
abd ne dhona start kiya to sala ungliya ginta reh jayega,CAG
bhaiya etna news bas jab koie jawan marta h tabhi aata h sare news channel par aur logo me gussa tbhi aata h aisa ku,CAG
atif malik shayad kisi ek jaga aap ne dekha hoga sab jaga to dekh nahi sakte ek baar me,CAG
sale kuch gaddar yaha b h jaise kasmiri atnkwadi wagarah wagarah bahut s h ,OAG
bharat jitna adhik barbaad ho rahaa he utana hi bharat ko barbaad karne kii england kii niti safal ho rahi he bharat ke bhrashtachari netaaon pakistan ke shaskaon or aatankwaadiyon ke maalik ek hi hai inke asli maalik to ve videshi shaasha hai jinjin england  america  switzraland  dubai aadi deshon main bharat or pakistan ke bhrashtachari netaaon ne apaneapane deshon se lutaa hua dhan rakhaa hua he un videshi shaskaon ke dabaav main hi bhrashtachari netaa bharat ko barbaad karne main lage hue hai kyonki bhrashtachari netaaon par ye dabaav rahata he ki yadi inhone videshi shaskaon ke anusaar kaam nahin kiya to videshi shaasha bharat ke bhrashtachari netaaon kii sampatti jabt karne ke saathsaath sampatti kii jaankaree bharat ke nagarikon ko de denge petrol pump taabut vyapam dilli mcd ddca aadi ghotaale karne waalo ne or boforce ji koyala aadi ghotaale karne waalo ne desh ko luutane or barbaad karne main koi kasar baaki nahin chodi deshhit ko peeche chhodkar jabatak ham apaneapane vyaktigat swaarth ke kaaran apniapni raajnneetik partynetaa ko praathamikta dete rahenge tabatak ham yun hi barbaad hote rahenge bhaashanon se or media dwaara banavaai gai chhavi se bhramit naa hokar dekhnaa hamen ye chahie ki kisi bhi raajnneetik partynetaa ne sarkaar main aane ke baad kaam kya kiya ek secularism or duusare dambhi deshbhakti kaa dhol bajaate raho apniapni raajnneetik partynetaa kaa raag alapate raho or apane desh ko barbaad karte raho yahi ho rahaa he,NAG
aap ki support hi krna,NAG
dekhen live  samvidhan ke digital sanskaran kaa vimochan piem modi ne kaha  samay ke saath badalte hai myne httpkhabarndtvcomvideoslivechannelndtvindia,NAG
yeahi hi achche din modiji toh aise achche din hume nhi chahiye jo hamare jawano ki jaan de kar mile nahi asie chachiye ,CAG
paysa do bolega anna,CAG
ravish ji aise hi news laya kare thanks,NAG
jis maa ke jawan bachche hoon aur budhape me maa ko kataar me lagna pade thoo hai aise beton par,CAG
bc mc modi feku ,OAG
jiska husband ajay devgan apni chest par bhagwan shankar ki photo banwata hai uski biwi aisa bhrast kaam nahi kar sakti agar kisi rehan mulla ne ye kiya hai to usko dhyan rakhna tha hindu ke saamne beef nahi rakhna chahiye apni personal zindgi mai wo kuch bhee kare,CAG
sale chutiyo tum log ye dikhao pakistani kaise hamla kiya ye mat dikhana ki kaise mara jaye un haramkhoro ko,OAG
modi ne sab ko beggar bana diya khud bjp n modi loot liya public ko aur amir ho gaye,OAG
sam thong are indian muslims bhut acche hote h tmhare trh chote soch k bi hote h bhn mante h sb aur india me chahe muslim hi kyu na ho kau fakr rhega kyuki indian phle rhungi pakistani khelane se t better h pakistani khana to gali ho jaigi jaise tm meko sex comment kr rhe ho na its not good tha lihaz krl o kl hi khi padha tha pakistan e ladkiyo bdi izzat krte g log lo dekh lo kitni izzat krte h,OAG
yah desh ke vikaas va pragati kaa vishay he,CAG
and what is keeping you in singapore scared of india ,CAG
ki jarurat aina reta flaon di tuhade kol evm he set kiti hoi,CAG
akhilesh bhai aap nishchay hi ek kaamiyaab netaa he aapke fel hone kaa mukhya kaaran ye kii aapako kisi sahare kii jarurat nahin thi phir bhi aapane sahaara kiya or sahaara bhi uskaa jo pehle se besahaara heagar aap apane man se sawaalo ke uttar likhte to shaayad aap paas hote magar aapane nakal bhi us kii maari jo aaj tak paas hone kii jaddojahad me he,OAG
